Name,Employer,From,Experience,Keys
Senior Data Analyst/ Старший аналитик данных,"Лента, федеральная розничная сеть",,От 3 до 6 лет,"['Python', 'Linux', 'SQL', 'Прогнозирование', 'Базы данных', 'Power BI']"
Старший системный администратор,BARONA,,От 1 года до 3 лет,"['TCP/IP', 'Настройка ПО', 'Настройка ПК']"
Специалист по информационной безопасности,ЛОГКУ Центр социальной защиты населения,50000.0,От 3 до 6 лет,"['Пользователь ПК', 'Настройка ПК', 'Информационные технологии', 'Сборка ПК', 'Информационная безопасность']"
Flutter Developer (Middle),Сеть магазинов цифровой и бытовой техники DNS,100000.0,От 1 года до 3 лет,[]
Разработчик 1С,Сеть магазинов цифровой и бытовой техники DNS,,От 1 года до 3 лет,"['1С программирование', 'SQL']"
Программист C#,Сеть магазинов цифровой и бытовой техники DNS,100000.0,От 1 года до 3 лет,"['C#', 'TypeScript', 'SQL', 'JS', 'ReactJS']"
Системный аналитик 1С (Middle),Сеть магазинов цифровой и бытовой техники DNS,80000.0,От 1 года до 3 лет,"['UML', 'Разработка технических заданий', 'BPMN', 'Бизнес-анализ', 'Аналитика', 'Постановка задач разработчикам']"
Младший системный администратор,Сеть магазинов цифровой и бытовой техники DNS,30000.0,От 1 года до 3 лет,[]
Консультант 1C,Сеть магазинов цифровой и бытовой техники DNS,80000.0,От 1 года до 3 лет,"['UML', 'BPMN', 'Постановка задач разработчикам', '1C']"
Аналитик 1С,ПитерСофт,,От 1 года до 3 лет,"['1С: Предприятие 8', 'Бизнес-анализ', 'ERP-системы на базе 1С', '1С: Документооборот', 'Моделирование бизнес процессов', 'Постановка задач разработчикам', 'Разработка технических заданий', 'Работа в команде']"
Менеджер по работе с клиентами/Account manager,ОЛЛИ,,От 1 года до 3 лет,[]
"Программист web (PHP, JS)/ fullstack (удалённо)",Картлавка,100000.0,От 1 года до 3 лет,"['JavaScript', 'PHP', 'Git', 'PostgreSQL', '1С программирование', 'Веб-программирование']"
Стажер-аналитик 1С,ПитерСофт,15000.0,Нет опыта,"['1С: Предприятие 8', 'Работа с большим объемом информации', 'Грамотность', 'Моделирование бизнес процессов', 'Многозадачность']"
Младший специалист технической поддержки,Фертоинг,,Нет опыта,"['TCP/IP', 'Настройка сетевых подключений', 'Настройка ПК']"
Оператор фрезерного станка ЧПУ,Shokobrand,70000.0,Нет опыта,"['CorelDRAW', 'Работа в команде', 'ArtCAM']"
Токарь (служба эксплуатации),Радар ММС,,Нет опыта,[]
Middle QA Engineer,Фортус,100000.0,Нет опыта,"['Redmine', 'Тестирование', 'Тестирование пользовательского интерфейса', 'WEB тестирование', 'Тестирование API', 'Postman']"
Frontend-разработчик (Удалённо),Stream Telecom,,От 1 года до 3 лет,"['CSS', 'JavaScript', 'HTML', 'HTML5', 'CSS3', 'webpack', 'Gulp', 'DOM', 'react js']"
Оператор call-центра,Школа музыки Pianist,45000.0,Нет опыта,"['CRM', 'Грамотная речь', 'Навыки продаж', 'Управление отношениями с клиентами', 'Телефонные переговоры', 'Активные продажи', 'исходящие звонки', 'Ориентация на результат', 'Холодные продажи', 'Ведение клиентской базы']"
Специалист по обеспечению непрерывности IT-систем (DRP),Банк Санкт-Петербург,,От 1 года до 3 лет,"['ITIL', 'Управление процессами', 'Аудит', 'Написание процедур', 'Проведение аудита ИТ']"
Аналитик по неличным видам страхования,Совкомбанк Страхование,,От 1 года до 3 лет,"['Работа с большим объемом информации', 'MS Outlook', 'Деловая переписка', 'Аналитическое мышление', 'Виды страхования']"
Менеджер по работе с корпоративными клиентами (Менеджер Клиента),КРОК,,От 3 до 6 лет,"['Прямые продажи', 'Активные продажи', 'Английский язык', 'Работа в команде', 'Клиентоориентированность', 'Корпоративные продажи', 'Подготовка коммерческих предложений', 'B2B Продажи', 'Участие в Тендерах', 'Поиск и привлечение клиентов']"
Инженер по внедрению и сопровождению информационных систем,Лаборатория модульной автоматизации,65250.0,Нет опыта,"['SQL', 'СУБД', 'Unix', 'Shell Scripting', 'Сбор и анализ информации', 'Внедрение информационных систем']"
Junior QA Automation Engineer,СЕВЕРГРУПП МЕДИЦИНА,,Нет опыта,"['Git', 'Java', 'SQL', 'ООП', 'Python']"
IOS разработчик middle\senior,СофтМедиаЛаб,,От 3 до 6 лет,"['Swift', 'Git', 'SOLID', 'Английский язык', 'REST', 'iOS', 'Удаленная работа', 'MVVM', 'VIPER', 'JSON API']"
Инженер по тестированию в команду VK Testers,VK,,От 1 года до 3 лет,"['Java', 'JavaScript', 'SQL', 'Тестирование']"
Технический специалист Битрикс24,Stream Telecom,,Нет опыта,"['CRM', 'Мобильность', 'Битрикс24', '1С: CRM ПРОФ', 'Многозадачность', 'Системность', 'CRM Bitrix24']"
Frontend разработчик (Vue.js),Балтех,80000.0,От 1 года до 3 лет,"['JavaScript', 'CSS3', 'HTML5', 'jQuery', 'Git']"
